id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_purch,mnth_purch,i5_dist,distSeattle,durSeattle,distBellevue,durBellevue,distRedmond,durRedmond
1105000745,2015-01-23,227064.0,3,1.5,1570,10824,2.0,0,0,3,7,1570,0,1908,0,98118,47.54,-122.275,1530,8125,2015,1,5604.848774955418,16.2,23.0,23.2,25.0,36.2,34.0
8927600100,2014-05-28,925000.0,3,2.5,2690,7000,2.0,0,0,5,7,1840,850,1943,0,98115,47.6784,-122.277,1800,6435,2014,5,10768.557752505949,9.6,19.0,15.7,24.0,26.0,29.0
8078490090,2015-05-08,245000.0,3,1.75,1670,11452,1.0,0,2,3,8,1670,0,1992,0,98022,47.1913,-122.015,1820,11152,2015,5,80146.66650984863,72.8,60.0,62.4,52.0,74.5,60.0
1736100090,2014-12-14,339888.0,3,1.0,1040,7490,1.0,0,0,3,7,1040,0,1969,0,98034,47.7137,-122.213,1520,7410,2014,12,27482.5981206383,27.5,27.0,14.7,18.0,10.8,19.0
3876200100,2014-07-10,439000.0,4,2.0,1560,7500,1.0,0,0,4,7,1560,0,1968,0,98034,47.7281,-122.181,1730,7500,2014,7,35262.31175951857,27.7,28.0,14.9,19.0,10.2,16.0
6844702290,2014-05-27,400000.0,2,1.0,1470,6120,1.0,0,0,2,7,1470,0,1940,0,98115,47.6914,-122.287,1840,6120,2014,5,9083.980639917923,9.3,18.0,19.4,23.0,29.7,28.0
4022906430,2014-06-30,560000.0,3,2.25,2070,15002,1.5,0,0,3,8,2070,0,1955,2013,98155,47.7635,-122.274,2070,15002,2014,6,11705.680476290196,22.5,26.0,25.9,28.0,21.1,30.0
5040800015,2014-10-01,703011.0,2,1.0,1370,5922,1.0,0,2,3,8,1130,240,1941,0,98199,47.6473,-122.406,2460,6759,2014,10,20441.12335074388,5.0,13.0,20.9,31.0,31.3,36.0
9297301055,2014-12-09,363000.0,2,1.0,1120,4800,1.0,0,0,3,7,770,350,1926,0,98126,47.5669,-122.372,1510,4800,2014,12,12516.270532924906,13.1,14.0,21.3,19.0,34.2,28.0
318500300,2014-09-19,650000.0,4,2.75,2640,6240,2.0,0,0,3,9,2640,0,2001,0,98075,47.5788,-122.059,2640,5898,2014,9,59983.366377956845,34.3,32.0,19.8,21.0,12.9,20.0
1839910300,2015-01-06,299950.0,3,1.0,1030,9916,1.0,0,0,4,7,1030,0,1972,0,98034,47.7218,-122.176,1470,9044,2015,1,36509.192996299374,27.6,28.0,14.8,19.0,9.2,15.0
1446400785,2015-04-22,228950.0,3,1.0,1120,6625,1.0,0,0,3,6,1120,0,1942,0,98168,47.4879,-122.332,1120,6794,2015,4,14408.949700016155,19.7,20.0,30.5,25.0,42.5,32.0
4036800015,2014-10-01,465000.0,4,1.75,1730,11700,1.0,0,0,3,7,880,850,1956,0,98008,47.6031,-122.13,1570,7820,2014,10,47039.75392320949,24.6,25.0,10.2,13.0,11.4,16.0
8965500900,2015-02-13,725000.0,3,2.5,2090,9847,2.0,0,2,3,9,2090,0,1983,0,98006,47.5651,-122.114,2860,11483,2015,2,45897.41916453796,28.1,27.0,13.6,15.0,25.6,23.0
3751603173,2014-06-04,212500.0,3,1.0,920,14400,1.0,0,0,4,7,920,0,1977,0,98001,47.2816,-122.269,1170,9600,2014,6,9756.907082355116,46.6,39.0,45.2,36.0,57.2,44.0
3423059140,2014-09-10,526000.0,4,2.25,2970,54450,2.0,0,0,3,8,2970,0,1983,1998,98058,47.4338,-122.146,2260,6465,2014,9,30197.42913998903,39.6,38.0,25.8,27.0,37.8,35.0
114101055,2014-12-23,383000.0,3,2.5,1720,10031,2.0,0,0,3,8,1720,0,1993,0,98028,47.7688,-122.238,2280,5845,2014,12,19892.672411089552,21.4,31.0,24.3,25.0,19.5,27.0
2475200590,2015-04-21,244000.0,3,1.75,1460,4692,1.0,0,0,3,7,1460,0,1988,0,98055,47.472,-122.192,1600,4557,2015,4,18299.86925924356,32.2,33.0,21.6,21.0,33.7,29.0
3856905010,2014-08-05,565000.0,3,1.5,1540,3570,1.5,0,0,5,7,1490,50,1930,0,98105,47.6692,-122.325,1620,4080,2014,8,741.9372658095607,4.2,11.0,14.5,17.0,24.9,22.0
7226500100,2015-02-19,373000.0,8,3.0,2850,12714,1.0,0,0,3,7,2850,0,1959,0,98055,47.4859,-122.205,1480,4942,2015,2,14762.4464364883,25.7,28.0,16.6,18.0,28.6,26.0
3580900090,2014-09-02,300000.0,3,2.0,1310,9855,1.0,0,0,3,7,1310,0,1962,0,98034,47.7296,-122.241,1310,8370,2014,9,20494.25956401522,22.8,32.0,19.8,24.0,14.9,24.0
9558000100,2014-05-20,405000.0,5,2.5,2430,4781,2.0,0,0,3,9,2430,0,2001,0,98058,47.4487,-122.117,2420,4770,2014,5,36431.42725962483,40.5,38.0,26.6,28.0,38.7,35.0
1872900076,2014-06-20,979000.0,3,1.5,1700,14133,1.0,0,1,4,8,1700,0,1954,0,98004,47.6166,-122.22,2630,17376,2014,6,25788.481481727875,15.4,18.0,1.6,4.0,16.5,17.0
1221059112,2014-11-16,324888.0,4,1.75,2160,28750,2.0,0,0,4,8,2160,0,1978,0,98092,47.3212,-122.118,1790,53578,2014,11,43734.6743471888,60.0,45.0,49.7,38.0,61.7,46.0
2877102495,2015-04-29,445000.0,3,1.5,860,3200,1.0,0,0,3,6,860,0,1929,0,98117,47.6791,-122.362,1220,4300,2015,4,9000.642575753809,4.2,10.0,20.6,25.0,31.0,30.0
4400200057,2015-02-21,761000.0,3,3.5,2050,2020,2.0,0,0,3,8,1520,530,2006,0,98112,47.6235,-122.306,1230,3640,2015,2,5530.711197866884,7.8,17.0,12.5,18.0,22.9,23.0
1049010300,2015-04-27,435000.0,4,2.0,1650,4745,1.0,0,0,3,7,1130,520,1972,0,98034,47.7359,-122.18,1650,5184,2015,4,35542.151779530315,30.6,28.0,17.8,19.0,10.9,18.0
6802210090,2014-08-22,252000.0,3,2.25,1570,8410,1.0,0,0,3,7,1180,390,1991,0,98022,47.1942,-121.99,1540,8410,2014,8,85480.12776811195,74.8,63.0,64.4,56.0,76.5,64.0
726049232,2014-06-23,350000.0,3,1.75,1660,10150,1.5,0,0,3,7,1660,0,1957,0,98133,47.7512,-122.342,1640,8906,2014,6,2939.0230854338665,15.7,20.0,25.8,24.0,36.1,29.0
3262300940,2014-11-07,875000.0,3,1.0,1220,8119,1.0,0,0,4,7,1220,0,1955,0,98039,47.6328,-122.236,1910,8119,2014,11,21490.78138442928,14.0,16.0,4.4,8.0,15.9,16.0
3262300940,2015-02-10,940000.0,3,1.0,1220,8119,1.0,0,0,4,7,1220,0,1955,0,98039,47.6328,-122.236,1910,8119,2015,2,21490.78138442928,14.0,16.0,4.4,8.0,15.9,16.0
1214700090,2014-08-19,280000.0,3,2.0,1780,11342,1.0,0,0,3,7,1780,0,1964,0,98148,47.4617,-122.327,2140,8449,2014,8,14818.337960154273,23.9,23.0,28.2,23.0,40.2,31.0
8564950300,2014-09-19,450000.0,3,2.5,2180,4226,2.0,0,0,3,8,2180,0,2004,0,98011,47.7733,-122.226,2540,4607,2014,9,22645.027083955298,23.2,34.0,23.0,25.0,18.2,27.0
3321069006,2014-12-31,905000.0,3,2.5,3520,237402,2.5,0,0,3,9,3520,0,2004,0,98092,47.2687,-122.056,2310,165963,2014,12,62270.654531523156,67.8,53.0,57.4,46.0,69.5,53.0
3751601501,2014-07-16,382450.0,3,2.5,2220,20531,2.0,0,0,3,8,2220,0,1998,0,98001,47.2864,-122.264,2420,19249,2014,7,10568.7097139887,46.0,38.0,44.6,36.0,56.6,44.0
1156000100,2014-12-24,246700.0,3,2.0,1610,13309,1.0,0,0,4,7,1610,0,1967,0,98042,47.3398,-122.133,1610,15725,2014,12,39634.6255855799,47.8,47.0,38.9,39.0,51.0,46.0
3972900735,2014-08-14,220000.0,3,1.5,1070,9331,1.0,0,0,3,6,1070,0,1956,0,98155,47.7633,-122.313,1480,8400,2014,8,2570.400024374951,16.4,21.0,26.5,25.0,36.8,30.0
6888900115,2015-02-16,555750.0,3,1.0,1060,4880,1.0,0,0,2,6,910,150,1913,0,98118,47.5545,-122.288,1200,4880,2015,2,5872.8483972694885,13.7,21.0,17.4,22.0,31.5,31.0
3031200165,2014-06-11,262500.0,3,1.5,1160,8906,1.0,0,0,3,7,1160,0,1962,0,98118,47.5362,-122.29,1160,8906,2014,6,1654.0911584085886,15.1,19.0,22.1,21.0,35.1,30.0
5683000033,2014-12-01,515000.0,2,1.0,910,4725,1.0,0,0,3,7,910,0,1949,0,98115,47.676,-122.281,1600,5200,2014,12,9786.947426368588,8.3,19.0,15.1,23.0,25.5,28.0
7230000265,2014-06-17,499500.0,3,2.5,2970,21907,2.0,0,0,3,9,2970,0,1998,2006,98059,47.4741,-122.099,2040,27917,2014,6,41122.124804328436,35.4,39.0,20.9,27.0,33.0,35.0
985001015,2014-06-04,135000.0,1,1.0,790,13062,1.0,0,0,3,6,790,0,1942,0,98168,47.4919,-122.311,1240,7137,2014,6,9156.137856358346,19.7,21.0,29.8,25.0,41.9,33.0
2815600215,2014-11-18,462500.0,2,2.0,1540,7290,2.0,0,0,3,7,1540,0,1948,1983,98136,47.551,-122.395,1540,7072,2014,11,18384.098330381767,15.8,22.0,24.1,27.0,37.0,36.0
3585900090,2015-04-15,937500.0,4,2.5,3130,21100,1.0,0,4,3,9,2530,600,1956,0,98177,47.7598,-122.372,3680,23000,2015,4,10480.840409003158,18.7,25.0,28.7,29.0,39.1,34.0
5101407370,2015-04-22,458000.0,3,1.5,1470,9570,1.0,0,0,3,7,1280,190,1941,0,98125,47.7032,-122.306,1390,9570,2015,4,5845.4591982692245,9.3,17.0,19.3,22.0,29.7,27.0
871001105,2014-10-22,845000.0,4,2.75,3160,7143,1.5,0,0,3,8,2100,1060,1933,0,98199,47.6513,-122.406,2200,6122,2014,10,20558.31640709636,6.5,14.0,21.4,32.0,31.7,37.0
424069233,2014-05-31,660000.0,3,2.25,2675,40910,2.0,0,0,3,8,2675,0,1984,0,98075,47.5916,-122.055,2300,39438,2014,5,63075.16361222602,35.7,34.0,21.3,22.0,11.5,18.0
3830630090,2015-04-17,265000.0,3,2.0,1340,6783,1.0,0,0,4,7,1340,0,1987,0,98030,47.3504,-122.177,1630,6458,2015,4,28787.77269862561,47.8,42.0,38.9,34.0,51.0,42.0
1997200215,2014-05-07,599999.0,9,4.5,3830,6988,2.5,0,0,3,7,2450,1380,1938,0,98103,47.6927,-122.338,1460,6291,2014,5,2146.1684931803825,5.8,14.0,17.8,18.0,28.1,23.0
1898310110,2014-12-02,280000.0,3,2.5,1800,8697,2.0,0,0,3,8,1800,0,1987,0,98023,47.3115,-122.4,1770,8390,2014,12,24355.94046954745,49.5,44.0,48.1,42.0,60.2,50.0
3407700047,2014-10-29,1055000.0,3,3.25,2990,189852,2.0,0,0,4,10,2990,0,1974,0,98072,47.746,-122.138,3500,48760,2014,10,45637.54036811617,32.5,34.0,19.7,25.0,8.7,14.0
9542100165,2014-11-07,875000.0,4,3.0,3720,14125,1.0,0,0,4,9,1930,1790,1960,0,98005,47.5911,-122.177,3160,15300,2014,11,35311.84606227483,21.0,21.0,4.4,9.0,15.9,16.0
7140800100,2014-10-14,125000.0,3,1.0,920,7276,1.0,0,0,4,6,920,0,1961,0,98002,47.285,-122.211,1120,7276,2014,10,23505.478398779072,52.6,44.0,42.3,36.0,54.3,44.0
7202340930,2014-12-09,634800.0,4,3.0,3280,4904,2.0,0,0,3,7,3280,0,2005,0,98053,47.6802,-122.033,2600,5004,2014,12,70878.03194302607,35.4,34.0,22.7,25.0,10.1,15.0
9262800057,2015-02-03,269950.0,4,1.0,1440,9600,1.0,0,0,2,7,1440,0,1964,0,98001,47.3168,-122.264,1740,43560,2015,2,7886.454677023531,43.7,35.0,38.1,31.0,50.2,39.0
1159100100,2014-06-20,359950.0,3,2.25,1940,11612,1.0,0,0,4,8,1100,840,1981,0,98178,47.5018,-122.23,2180,8954,2014,6,9404.608368995823,24.7,27.0,20.4,24.0,32.5,32.0
7230900100,2014-12-15,417000.0,3,1.75,1590,11454,1.0,0,0,4,8,1590,0,1979,0,98056,47.5049,-122.186,1970,9960,2014,12,20087.264345282343,29.6,27.0,15.1,15.0,27.2,23.0
8682301910,2014-07-22,389000.0,2,2.0,1340,4122,1.0,0,0,3,8,1340,0,2007,0,98053,47.7182,-122.022,1350,4273,2014,7,74427.43600378024,36.8,36.0,24.1,27.0,11.4,17.0
7701450110,2014-08-15,1038000.0,4,2.5,3770,10893,2.0,0,2,3,11,3770,0,1997,0,98006,47.5646,-122.129,3710,9685,2014,8,42641.532141135256,24.8,26.0,10.4,14.0,22.3,22.0
1725059209,2014-09-29,698000.0,6,2.5,2680,11250,1.0,0,0,5,7,1340,1340,1967,0,98033,47.6553,-122.19,2200,9875,2014,9,32643.058882528283,17.7,19.0,6.2,13.0,14.5,16.0
4025300195,2015-03-18,685000.0,4,2.5,2820,10125,2.0,0,0,3,8,2820,0,2008,0,98155,47.7494,-122.304,1560,10125,2015,3,6159.444179574258,15.4,21.0,25.4,26.0,35.8,31.0
985000900,2014-11-05,198500.0,3,1.75,1520,7137,1.0,0,0,3,5,1520,0,1932,0,98168,47.4924,-122.311,1240,8602,2014,11,9064.990539031922,19.7,21.0,29.8,25.0,41.9,33.0
7140700850,2015-03-26,350000.0,4,2.5,2560,5428,2.0,0,0,3,8,2560,0,2012,0,98042,47.3835,-122.095,2620,5428,2015,3,47057.533812860216,47.1,45.0,35.6,36.0,47.6,44.0
522079067,2015-04-08,649950.0,3,2.5,3310,387684,1.0,0,0,3,8,2160,1150,1919,1996,98038,47.4167,-121.936,2340,189050,2015,4,82385.04643919274,50.7,46.0,36.2,34.0,48.2,42.0
1387300940,2015-04-29,441000.0,3,1.5,1540,7200,1.0,0,0,3,7,1540,0,1968,0,98011,47.7357,-122.195,1560,7500,2015,4,31851.232794722113,29.7,25.0,16.8,16.0,13.0,18.0
8562700090,2014-11-11,462600.0,3,1.75,1430,11761,1.0,0,0,4,8,1430,0,1964,0,98052,47.6686,-122.157,2040,10035,2014,11,40444.85156520288,23.7,25.0,10.9,16.0,3.9,9.0
2122059236,2015-03-06,365070.0,4,2.5,2506,6232,2.0,0,0,3,7,2506,0,2006,0,98030,47.3734,-122.182,2070,8260,2015,3,27044.59123777813,41.5,38.0,32.6,30.0,44.7,38.0
514500090,2014-05-13,550000.0,4,2.0,2250,7500,1.0,0,0,5,7,1200,1050,1956,0,98005,47.5877,-122.157,1440,7500,2014,5,39436.76831131304,20.8,20.0,6.3,9.0,17.2,17.0
5680001095,2015-04-28,470000.0,5,1.75,2740,9600,1.0,0,0,4,7,1370,1370,1945,0,98144,47.5738,-122.315,1990,4800,2015,4,1219.084611965049,10.5,14.0,17.5,17.0,30.5,26.0
2475900855,2014-08-27,340000.0,3,1.75,1540,10400,1.0,0,0,3,6,1540,0,1977,0,98024,47.5651,-121.89,1090,7500,2014,8,96418.73992927947,46.5,37.0,32.1,25.0,23.8,25.0
8669400100,2014-08-05,910000.0,4,2.75,4190,38912,1.0,0,0,4,9,2040,2150,1965,0,98005,47.6472,-122.157,3050,36884,2014,8,40821.66926635869,22.6,23.0,9.9,15.0,6.2,12.0
3824100051,2015-04-07,405000.0,4,1.75,1690,8392,1.0,0,0,3,7,1190,500,1979,0,98028,47.773,-122.256,1880,9861,2015,4,15304.753650697707,20.4,29.0,25.8,29.0,21.0,31.0
952004875,2014-06-02,661000.0,4,2.25,1990,4600,1.5,0,2,4,8,1420,570,1932,0,98126,47.5638,-122.38,1810,5750,2014,6,14398.796899178089,13.9,16.0,22.1,21.0,35.0,30.0
9522350090,2014-11-06,635000.0,4,2.5,2410,7069,2.0,0,0,3,9,2410,0,1993,0,98034,47.7094,-122.234,2240,7184,2014,11,22503.25823842834,31.4,33.0,18.6,24.0,15.0,25.0
1787600252,2015-05-05,282000.0,2,1.0,1150,6098,1.0,0,0,3,7,950,200,1948,0,98125,47.7259,-122.328,1790,8455,2015,5,912.2262363883631,11.0,15.0,21.0,20.0,31.4,25.0
7148000315,2015-02-11,235000.0,4,1.75,1720,10137,2.0,0,0,3,7,1720,0,1956,0,98188,47.4424,-122.276,1350,10205,2015,2,1927.6158142664674,28.9,26.0,27.5,23.0,39.5,31.0
2180001080,2014-08-19,277500.0,3,2.0,1260,22100,2.0,0,0,4,7,1260,0,1981,0,98023,47.2772,-122.354,1430,13000,2014,8,8938.335162902653,48.8,41.0,47.4,38.0,59.4,46.0
1328330590,2015-04-20,346500.0,5,2.5,2020,8250,1.0,0,0,4,8,1430,590,1978,0,98058,47.4432,-122.135,1680,8959,2015,4,32218.536296618146,38.5,37.0,24.6,26.0,36.7,34.0
34001304,2015-04-10,480000.0,5,2.25,2240,5500,1.0,0,0,3,7,1490,750,1959,0,98136,47.5305,-122.391,2010,6050,2015,4,19853.89620113613,18.0,24.0,26.2,29.0,39.2,38.0
1558500100,2014-09-16,360000.0,4,2.25,1930,6508,2.0,0,0,3,8,1930,0,1996,0,98019,47.7458,-121.977,2170,6548,2014,9,84635.51679145082,43.2,43.0,30.5,34.0,17.8,24.0
2887950110,2014-11-06,245000.0,3,2.5,1820,6785,1.0,0,0,3,7,1420,400,1994,0,98092,47.3201,-122.177,1710,6055,2014,11,29147.337506881333,59.6,44.0,41.2,37.0,53.3,44.0
6852700412,2014-09-19,625000.0,3,3.5,1560,1490,2.0,0,0,3,8,1240,320,1995,0,98102,47.6248,-122.319,1560,1662,2014,9,2322.0313091535736,5.4,15.0,13.3,19.0,23.7,24.0
1798000100,2014-05-29,750500.0,5,3.0,2170,2440,1.5,0,0,4,8,1450,720,1911,0,98115,47.6724,-122.317,2070,4000,2014,5,1137.0240169746428,4.9,14.0,15.6,17.0,26.0,22.0
9516500100,2015-04-18,525000.0,3,1.75,1600,9579,1.0,0,0,3,8,1180,420,1977,0,98072,47.7662,-122.159,1750,9829,2015,4,39287.687235034435,33.9,27.0,21.1,18.0,11.9,18.0
203400090,2014-07-29,740000.0,4,3.5,3760,57063,2.0,0,0,3,9,2950,810,1998,0,98053,47.6328,-121.964,2870,28945,2014,7,88516.31218453965,39.2,37.0,26.5,28.0,14.2,19.0
4036800805,2014-05-13,523000.0,3,1.5,1240,7735,1.0,0,0,4,7,1240,0,1957,0,98008,47.601000000000006,-122.122,1260,7500,2014,5,48980.49274037082,25.2,26.0,10.7,15.0,9.5,17.0
7129302615,2015-03-04,292000.0,3,1.75,1090,4500,1.5,0,0,5,8,1090,0,1929,0,98118,47.5157,-122.256,1640,5225,2015,3,6934.186048447492,21.1,23.0,28.1,25.0,41.0,34.0
7278700100,2015-01-21,625000.0,4,2.5,2740,9599,1.0,0,2,3,8,1820,920,1961,0,98177,47.7728,-122.385,2660,8280,2015,1,14952.147090776047,19.8,26.0,29.8,31.0,40.2,36.0
7852070090,2015-01-16,700000.0,3,2.5,3110,11727,2.0,0,2,3,9,3110,0,2002,0,98065,47.5445,-121.871,4240,13353,2015,1,99202.19464187359,48.8,40.0,34.4,28.0,46.4,36.0
1250200552,2015-03-12,399950.0,3,2.5,1610,1320,2.0,0,0,3,7,1280,330,2007,0,98144,47.6,-122.298,1480,1602,2015,3,5660.371310845667,9.6,17.0,15.1,17.0,25.0,27.0
9126100608,2015-02-25,545000.0,4,3.5,1880,1341,3.0,0,0,3,8,1650,230,2007,0,98122,47.6053,-122.306,1740,1883,2015,2,4465.338504070111,9.5,17.0,15.4,18.0,24.9,27.0
396100025,2014-08-07,339999.0,4,2.0,1740,6369,1.0,0,0,5,6,870,870,1954,0,98133,47.7461,-122.332,1560,7200,2014,8,615.4265469272223,15.9,20.0,26.0,24.0,36.3,29.0
9184700600,2014-12-01,1210000.0,4,2.25,3270,6000,2.0,0,0,5,8,2180,1090,1909,0,98122,47.6101,-122.286,2880,6000,2014,12,9650.862788286728,9.5,21.0,17.0,21.0,24.2,26.0
4221250090,2014-11-13,545000.0,3,2.5,1990,5149,2.0,0,0,3,8,1990,0,2003,0,98075,47.5895,-122.019,2280,4506,2014,11,70455.68860690255,38.0,36.0,23.6,24.0,15.6,22.0
8731901810,2015-03-09,260000.0,4,1.75,1960,8400,1.0,0,0,4,8,1960,0,1967,0,98023,47.3111,-122.379,2080,8400,2015,3,19249.40078353026,48.0,43.0,46.6,40.0,58.6,48.0
7977201707,2014-05-23,526000.0,3,1.75,1680,3420,1.0,0,0,3,7,960,720,1992,0,98115,47.6854,-122.291,1680,4080,2014,5,7525.089861416229,8.3,16.0,18.4,20.0,28.8,25.0
3260350090,2014-11-12,701000.0,4,3.0,2910,8540,2.0,0,0,3,9,2910,0,2003,0,98059,47.5223,-122.156,3040,6091,2014,11,29160.0602398979,26.6,28.0,12.1,16.0,24.2,24.0
7399300850,2014-10-03,290000.0,3,2.25,1500,7482,1.0,0,0,4,7,1210,290,1968,0,98055,47.4619,-122.187,1480,7308,2014,10,19028.985304954043,31.5,32.0,21.0,20.0,33.0,28.0
461002551,2014-10-04,330600.0,1,1.0,580,1799,1.0,0,0,3,7,580,0,1908,2005,98117,47.6829,-122.375,1260,4000,2014,10,11614.545978618477,5.3,12.0,21.1,26.0,31.5,31.0
9158100090,2015-04-27,550500.0,3,1.75,2540,8280,1.0,0,0,3,7,1270,1270,1949,0,98177,47.7219,-122.358,1950,8280,2015,4,8092.206029251199,9.0,19.0,23.2,25.0,33.6,30.0
9358002305,2015-03-13,430000.0,2,1.0,950,6426,1.0,0,0,3,7,950,0,1949,0,98126,47.5653,-122.37,1360,2550,2015,3,11964.172975880107,13.2,15.0,21.4,20.0,34.4,29.0
6447300265,2014-10-14,4000000.0,4,5.5,7080,16573,2.0,0,0,3,12,5760,1320,2008,0,98039,47.6151,-122.224,3140,15996,2014,10,24692.906066015195,15.6,19.0,2.7,6.0,17.4,19.0
2235000015,2014-08-04,260600.0,2,1.0,810,4560,1.0,0,0,3,7,810,0,1928,0,98126,47.5425,-122.376,1490,4560,2014,8,14703.735850000132,15.9,18.0,24.1,23.0,37.1,32.0
9523104345,2014-12-18,825000.0,5,3.0,4080,7500,2.0,0,2,4,8,2720,1360,1961,0,98103,47.6722,-122.349,2000,4545,2014,12,6688.622279687926,3.1,7.0,17.2,22.0,27.6,27.0
6139100056,2014-10-23,378950.0,4,2.0,1820,8400,1.0,0,0,5,7,1300,520,1956,0,98155,47.7615,-122.329,1700,9450,2014,10,926.4066398891032,15.7,20.0,25.7,24.0,36.1,29.0
808300090,2015-01-16,435000.0,4,2.5,2650,9065,2.0,0,0,3,7,2650,0,2000,0,98019,47.7258,-121.959,2590,13218,2015,1,89907.8805038132,42.4,41.0,29.7,33.0,17.0,22.0
8077100031,2015-04-22,631000.0,3,2.25,1670,1396,2.0,0,0,3,9,1250,420,2015,0,98115,47.6814,-122.288,1610,5191,2015,4,8089.953144786482,8.5,17.0,18.6,21.0,28.9,26.0
1402650110,2014-05-18,415000.0,3,2.5,2480,8342,2.0,0,0,3,8,2480,0,1986,0,98058,47.4381,-122.134,2300,8303,2014,5,32769.397315794726,38.6,36.0,24.7,25.0,36.8,33.0
7985000100,2014-10-21,222000.0,3,1.75,1240,7560,1.0,0,0,3,8,1070,170,1967,0,98003,47.333,-122.3,1650,7560,2014,10,1581.1840390695054,39.6,34.0,38.2,31.0,50.2,39.0
1796350690,2014-08-20,245000.0,3,2.0,1390,8250,1.0,0,0,3,7,1390,0,1987,0,98042,47.3707,-122.094,1390,7875,2014,8,48838.38142223113,49.7,49.0,38.2,40.0,50.3,47.0
7504110110,2015-03-25,720000.0,3,2.5,2880,10126,2.0,0,0,4,10,2880,0,1985,0,98074,47.6319,-122.037,2960,10514,2015,3,70528.9852336775,34.2,31.0,21.5,23.0,9.2,13.0
4324500490,2014-12-23,215000.0,3,1.0,1060,9954,1.0,0,0,4,7,1060,0,1960,0,98032,47.3801,-122.289,1620,8760,2014,12,438.4551748561168,33.9,29.0,32.5,26.0,44.5,34.0
1257202120,2014-10-30,579100.0,2,1.0,1070,2754,1.0,0,0,3,7,830,240,1924,0,98103,47.6755,-122.331,1760,4080,2014,10,2469.5393765191393,4.1,11.0,15.8,18.0,26.1,23.0
3987700115,2014-07-28,522500.0,4,1.75,1640,9299,1.5,0,0,4,7,870,770,1943,0,98056,47.5334,-122.168,2460,14326,2014,7,28381.812581412523,25.2,27.0,10.7,15.0,22.8,23.0
9137101353,2014-09-19,489000.0,3,2.0,1510,3000,1.0,0,0,4,7,910,600,1972,0,98115,47.6804,-122.319,1620,4000,2014,9,460.41831290581655,5.4,14.0,15.9,19.0,26.2,24.0
3298701066,2015-05-06,240000.0,3,1.0,1230,2353,1.5,0,0,4,6,1230,0,1925,0,98106,47.5177,-122.354,1280,1572,2015,5,15171.658524979626,17.1,20.0,25.5,26.0,38.4,35.0
8682290100,2015-04-21,420250.0,3,2.0,1510,3657,1.0,0,0,3,8,1510,0,2007,0,98053,47.7225,-122.029,1510,3657,2015,4,72690.81255478885,36.5,35.0,23.8,26.0,11.2,15.0
4055700778,2014-11-14,523000.0,4,2.5,3180,20870,2.0,0,0,3,8,2120,1060,1967,0,98034,47.7176,-122.241,2700,14190,2014,11,20526.983197094174,33.4,35.0,20.6,26.0,16.3,27.0
438000025,2014-05-13,628000.0,4,2.0,2260,6000,1.0,0,0,3,8,1430,830,1958,0,98115,47.6876,-122.298,2030,5874,2014,5,6059.208295920753,7.9,16.0,17.9,21.0,28.3,26.0
2474400300,2015-05-06,320000.0,4,2.5,1920,7277,2.0,0,0,4,8,1920,0,1990,0,98031,47.4058,-122.192,2300,7645,2015,5,21794.193895069086,37.5,35.0,25.8,27.0,37.9,35.0
87000283,2014-11-18,359950.0,3,2.5,1980,7800,2.0,0,0,3,8,1980,0,1999,0,98055,47.4492,-122.199,1700,20580,2014,11,16231.696532486372,31.6,31.0,21.0,19.0,33.1,27.0
2946001645,2014-05-05,232000.0,2,1.0,1200,8063,1.0,0,0,4,6,1200,0,1958,0,98198,47.4204,-122.324,1200,7500,2014,5,8589.537867190764,27.4,26.0,31.4,28.0,43.4,36.0
9294300495,2014-11-14,810000.0,4,2.25,2020,5600,1.0,0,2,4,8,1210,810,1961,0,98115,47.6821,-122.267,2660,6050,2014,11,13268.750138758098,10.3,20.0,20.3,24.0,30.7,29.0
492000475,2014-12-11,245000.0,4,1.5,2010,7561,1.5,0,0,4,7,1890,120,1921,0,98002,47.31100000000001,-122.227,1420,6564,2014,12,17300.769651620438,50.5,39.0,38.1,31.0,50.2,39.0
3876540600,2015-05-07,273000.0,3,2.25,1930,8192,1.0,0,0,3,7,1470,460,1984,0,98003,47.2624,-122.299,1510,8192,2015,5,5285.746614598205,49.0,39.0,47.6,37.0,59.7,44.0
4122500100,2015-02-11,1191000.0,5,2.5,2710,14989,1.0,0,0,3,8,1720,990,1959,0,98004,47.6411,-122.207,3180,16624,2015,2,28557.587624298965,16.3,18.0,3.8,10.0,15.2,16.0
2461900945,2015-04-21,438000.0,5,1.0,1950,6250,1.5,0,0,4,7,1450,500,1917,0,98136,47.5511,-122.386,1950,6250,2015,4,16190.356496689825,15.6,20.0,23.8,25.0,36.7,33.0
7221400495,2014-07-17,400000.0,3,1.75,2110,19600,1.0,0,0,4,8,2110,0,1959,0,98055,47.4742,-122.198,880,10077,2014,7,17058.71219069215,31.5,29.0,18.0,20.0,30.0,28.0
2349300090,2014-05-16,340000.0,3,1.0,1250,4800,1.0,0,0,4,7,1250,0,1951,0,98126,47.5517,-122.381,1404,4800,2014,5,14936.49184402276,15.5,18.0,23.7,23.0,36.7,32.0
